mLL,ptLL,etmiss,mtw,lep1_pt,lep1_eta,lep1_E,lep1_phi,lep1_ch,lep1_ID,lep2_pt,lep2_eta,lep2_E,lep2_phi,lep2_ch,lep2_ID,lep3_pt,lep3_eta,lep3_E,lep3_phi,lep3_ch,lep3_ID,weight
94.4206,28.4317,66.408,73.6093,58.1768,-1.29161,113.836,1.7154,-1,13,46.934,-1.81563,148.023,0.0633691,1,13,38.4988,-1.69927,108.812,-0.989094,1,13,1.2417
94.2468,89.869,85.503,205.126,123.631,-0.680267,153.357,-0.820165,1,13,84.9887,0.0856201,85.3004,2.86957,1,11,29.1977,-1.10053,48.7377,-1.84299,-1,11,1.16594
95.9086,69.6988,45.0606,38.2226,77.6278,-0.0308663,77.6647,0.138064,-1,11,29.7658,-0.137478,30.0475,-2.02571,1,11,23.8524,1.29461,46.7936,-1.92097,1,11,1.09053
92.5757,88.4087,67.324,101.596,87.8468,-0.136055,88.6611,-0.742583,1,11,40.753,-1.7928,125.779,2.93578,-1,11,40.0721,-0.0550453,40.1328,-2.52906,-1,11,0.693575
90.392,27.4074,105.217,94.2636,41.7854,0.791978,55.5894,3.06333,-1,11,35.8015,-0.507475,40.5112,-0.784349,1,11,22.4798,1.31173,44.7569,2.2493,1,13,1.09095
92.3059,45.7274,49.7818,80.1394,72.8978,1.07639,119.366,-2.89146,-1,13,60.0503,-1.31109,119.492,2.8173,1,13,27.4381,1.59218,70.2136,0.139591,1,13,0.551245
83.682,115.433,93.7084,97.4457,81.3134,1.43952,181.155,-2.97233,1,13,61.194,1.34855,125.798,0.625582,1,11,52.1772,0.688489,65.04,2.22967,-1,13,1.20022
82.425,74.1696,92.0276,98.9588,60.1727,-0.103052,60.4926,-0.80514,1,13,49.9984,-0.331204,52.766,0.868791,-1,13,27.5502,0.423529,30.0583,-0.601144,1,11,1.17111
95.703,56.7592,72.6175,51.4732,78.3379,0.0694827,78.527,0.741496,-1,11,28.1109,-0.607793,33.4649,-2.97117,1,11,20.2454,-0.285826,21.0783,1.76075,1,13,0.868455
81.9837,22.2624,134.455,110.436,43.8042,0.151623,44.3087,-1.88374,1,11,41.0152,0.263761,42.4502,0.730685,-1,11,25.96,0.29588,27.1048,-0.311451,-1,13,0.685536
91.9894,64.2851,99.32,101.136,82.5437,-1.60853,214.434,2.16764,-1,13,28.3612,-2.16228,124.875,2.28079,1,13,22.4481,-0.717456,28.478,-1.51068,1,13,1.21465
83.3752,31.0552,125.78,44.5013,56.2,-1.07974,92.269,-1.20772,-1,13,40.6232,-1.08042,66.731,-2.90581,1,13,26.5355,-1.90356,91.0002,2.1724,1,13,1.46757
84.5308,57.6949,76.9791,82.6929,59.7762,-1.9159,207.431,2.68797,-1,13,39.8107,-0.893341,56.7813,1.58203,1,11,24.0367,-0.490295,26.9844,-1.73423,1,13,1.13237
86.2347,45.2745,42.1647,97.57,69.8438,-0.760434,91.0298,0.269533,-1,11,58.8672,-0.906127,84.7336,2.8668,-1,11,25.1578,-1.26715,48.2069,-2.69826,1,11,1.13716
89.3352,47.0905,79.3032,48.3733,71.6871,-0.379108,76.9008,2.63847,1,13,25.8925,-0.973989,39.1763,-0.758469,-1,13,25.2853,-1.12461,43.0329,1.08927,1,13,1.14681
89.2322,39.1346,143.963,154.238,50.3246,-0.989282,77.0255,0.420945,1,13,41.3601,-0.26761,42.85,-0.958297,-1,11,38.0153,-1.8976,129.628,2.68537,-1,13,0.582709
84.1517,101.459,56.3161,82.2565,90.7126,1.7497,268.814,-2.06296,1,13,37.809,2.24466,180.409,-0.584954,-1,13,36.2961,0.717772,46.0543,2.2843,-1,11,1.11607
83.6149,37.7993,152.78,73.359,50.8921,1.66741,139.627,-0.920059,1,13,30.6175,0.644838,37.207,3.0535,-1,13,26.1155,1.43152,57.7677,-0.588322,1,13,1.256
99.3177,36.276,110.762,70.6201,55.9584,0.0881215,56.1758,-2.85585,-1,11,28.8856,-1.35327,59.6266,-0.324247,1,11,21.2521,-1.33015,42.9937,-1.24364,1,13,1.09154
92.4685,277.343,30.1871,73.4623,265.712,1.04764,425.364,-2.36909,-1,11,146.947,0.550541,169.785,0.28199,1,11,26.2236,1.23419,48.8632,2.75907,1,11,0.640058
98.0594,105.821,105.626,224.24,144.456,0.618255,172.955,-1.62794,-1,11,109.242,1.59737,280.885,1.88939,1,11,29.8318,0.937305,43.924,0.0664969,-1,11,1.13816
95.8858,63.2196,46.5761,87.3045,82.8997,-0.338827,87.704,2.01724,1,11,41.8262,1.06581,67.9185,2.16302,-1,13,29.5807,0.125794,29.815,-1.8245,-1,11,0.00207229
96.4833,18.0759,80.1679,149.111,69.3512,2.20524,318.414,2.23706,-1,11,47.2004,1.1878,84.6009,-2.5159,1,11,29.7253,-0.299255,31.0663,0.502236,-1,11,0.664365
87.0901,12.706,53.1363,44.2756,36.1141,-0.0799143,36.2294,-0.088663,-1,11,28.2578,1.59584,72.5551,2.73904,1,11,21.1805,-1.44181,47.284,-2.28818,-1,13,0.990048
87.3241,25.1643,42.8113,65.6092,40.9308,2.02856,158.293,0.255669,-1,11,32.1493,0.944248,47.5786,-1.58955,1,11,25.5465,0.32567,26.9133,-2.25991,1,11,0.464829
92.3061,51.2502,37.327,41.2604,68.6441,0.389959,73.93,3.12868,-1,13,28.9059,-0.852513,40.0619,1.5496,1,13,20.2618,-1.01779,31.6943,-0.47013,1,13,0.189117
89.0471,159.635,60.2901,57.0581,140.968,0.0157918,140.986,-2.27048,-1,11,29.9972,0.973431,45.3677,-1.29056,1,11,24.7057,-0.440221,27.1385,-0.297355,1,11,1.09073
94.4388,84.3758,50.779,144.669,227.692,0.00204976,227.693,-0.431331,-1,11,100.044,-1.20346,181.668,-2.92378,1,13,20.41,-0.363131,21.7707,0.845209,-1,13,1.26255
85.8596,130.875,44.9336,102.026,112.462,-0.807479,151.162,-1.11816,1,11,60.9627,-2.28624,302.971,0.901975,-1,11,31.6614,-1.79071,97.5258,-0.057642,-1,11,1.08247
94.907,62.0972,152.038,115.171,48.4763,-0.659035,59.3902,2.33829,1,11,27.56,1.30964,54.7718,-2.65727,-1,11,22.622,0.608372,26.9393,2.46388,-1,13,0.35519
90.197,46.1019,63.207,83.6391,71.8555,-0.880095,101.527,-1.44089,1,13,54.1077,0.155478,54.763,-0.466958,-1,11,26.4208,-0.323908,27.8192,1.88029,-1,13,0
93.2835,67.9093,81.2123,191.831,134.752,0.137579,136.03,2.60195,1,11,50.973,-0.0191132,50.9823,-1.64045,-1,11,20.8119,2.24141,98.9904,-0.909932,1,11,1.18295
91.971,92.4653,46.8821,75.5154,102.646,1.80274,319.798,1.67263,-1,13,31.2794,-0.185299,31.8179,0.64329,1,11,26.2524,1.42285,57.6234,-2.52026,1,13,0.872566
81.5566,64.0838,79.4428,142.33,87.0794,-0.0891995,87.426,1.31599,1,11,68.3825,0.724714,87.14,-1.69049,-1,11,20.3929,-0.61029,24.31,2.66083,1,11,0.484232
96.4273,110.541,132.402,115.484,120.987,-1.45809,274.063,-2.32285,1,13,71.1749,-2.11957,300.631,1.46746,-1,11,21.9374,-0.827746,29.892,-0.174139,-1,13,1.04697
90.3393,59.0735,72.5703,116.534,75.3756,1.81147,236.788,2.77264,-1,13,46.8434,0.754341,60.8152,-2.2953,1,11,23.5042,0.823758,31.9404,-1.05384,1,13,1.12514
90.0697,77.8347,90.2643,94.8192,69.3681,1.63447,184.582,-0.423317,-1,11,49.6707,1.64693,133.705,-2.17222,1,11,32.7926,1.76387,98.4822,2.69678,1,13,1.12973
90.7861,55.7399,135.934,111.116,54.0642,0.444567,59.4954,-1.137,1,11,40.5434,-1.89683,138.147,-0.842833,-1,13,23.13,0.372756,24.7558,0.210267,1,13,1.16554
90.8443,166.108,118.213,40.7375,161.481,-0.907259,232.625,0.81066,-1,13,54.9876,1.31956,110.223,-2.50256,1,13,27.5348,-0.744977,35.5358,-0.674857,1,13,1.22659
88.7943,28.5249,55.0173,95.1359,56.6122,-0.998512,87.2583,-1.35185,1,11,40.9015,1.57411,102.942,1.81861,1,13,33.4377,0.169585,33.9199,-0.560178,-1,13,1.13281
81.9954,56.3374,62.9528,74.6539,33.6239,1.71326,96.2866,0.7479,-1,11,30.5427,-0.300929,31.9361,-0.251673,1,11,24.1278,2.14122,104.08,2.18997,1,13,1.40048
83.9937,79.7662,76.1,131.083,74.6898,0.845321,103.003,2.7971,1,11,58.9573,-0.557383,68.3552,-1.74816,-1,11,20.3271,-0.697404,25.474,-2.03774,-1,11,1.06539
95.8007,67.1776,87.3214,97.0662,61.1429,0.694633,76.497,2.41833,1,13,51.1214,0.613881,61.0602,0.498831,-1,11,25.5583,2.44859,148.984,0.886301,-1,13,0.571318
96.6073,35.5321,103.025,169.449,79.9824,-0.71489,101.306,-1.79337,-1,11,57.859,-2.46289,342.058,1.72579,1,13,22.7232,-0.870291,31.8858,-1.26973,-1,13,1.46824
82.5559,55.6769,69.4295,101.163,70.4377,0.191379,71.7316,3.10204,1,11,51.3191,-1.20207,93.0819,-0.101979,-1,11,28.4294,0.455663,31.4322,0.80159,-1,11,1.10059
