mLL,ptLL,etmiss,mtw,lep1_pt,lep1_eta,lep1_E,lep1_phi,lep1_ch,lep1_ID,lep2_pt,lep2_eta,lep2_E,lep2_phi,lep2_ch,lep2_ID,lep3_pt,lep3_eta,lep3_E,lep3_phi,lep3_ch,lep3_ID,weight
88.6901,86.9553,34.1643,41.2092,61.3957,-1.20151,111.307,1.86554,-1,11,60.48,-1.59202,154.743,0.312786,1,11,52.2406,1.24869,98.5427,-2.85654,1,11,1
92.2917,89.1731,89.519,78.9736,80.3678,-0.553373,92.9902,1.00245,1,11,41.7366,-1.2228,77.0265,-0.605479,-1,11,20.0345,-2.10383,83.3381,0.808536,1,13,1
97.4596,43.2494,31.013,60.0571,38.6661,0.903843,55.5649,-0.342194,-1,13,38.0871,1.63358,101.263,-1.80443,-1,11,31.2814,-0.363522,33.3712,2.67131,1,11,1
87.533,44.0747,60.7329,99.5352,62.6764,1.5407,152.996,3.0115,1,13,40.7863,0.384822,43.8437,-1.59886,-1,11,25.2149,0.497997,28.4069,0.462668,-1,13,1
87.2669,102.37,124.608,42.2738,85.8663,-1.89915,293.229,-1.92426,1,13,58.0571,-0.926221,84.7923,2.26948,1,11,47.8926,-2.3695,258.274,1.74563,-1,11,1
87.705,33.8812,31.1989,47.3816,54.3209,2.26423,264.207,0.249939,-1,13,36.5245,1.72672,105.922,-2.23252,1,13,25.6315,1.92002,89.2962,1.57163,-1,13,1
90.6043,44.7998,67.6698,150.486,112.81,-1.31289,224.827,-2.75518,-1,11,68.4015,-0.444519,75.2715,-1.83042,-1,11,30.5825,-0.888059,43.4556,0.779876,1,11,1
92.1455,218.203,66.1123,73.8026,183.891,-0.161564,186.296,-0.214937,1,13,71.5574,-0.479986,79.9598,1.43376,1,11,35.3525,0.899705,50.6526,-0.480309,-1,13,1
90.13,19.3192,52.1942,39.1514,54.1672,-0.413751,58.8701,-0.732768,1,11,37.9581,-0.345435,40.2454,2.17648,-1,11,29.1162,0.457606,32.2183,-1.13841,1,11,1
88.7483,31.9361,37.5081,105.488,76.9874,-2.40133,428.376,-2.52885,1,11,58.6314,-0.137996,59.1905,1.49092,1,11,32.3028,-0.705775,40.6877,-2.06906,-1,11,1
90.1896,128.481,96.3949,86.3489,76.9383,1.22613,142.391,0.398133,-1,11,75.6262,0.746279,97.6812,1.53728,1,11,33.0811,-2.14404,143.093,2.76365,1,13,1
92.2611,112.187,65.0176,54.6916,115.921,2.10095,480.854,-1.29507,-1,11,59.751,-0.698236,74.9177,1.09649,1,11,28.6632,1.86009,94.3017,-3.12038,1,11,1
87.1656,4.82501,37.6533,57.9051,44.9331,-1.51564,107.211,0.554042,1,13,41.9243,-1.31399,83.6332,-2.50062,-1,13,22.6163,-1.68722,63.2068,1.49357,-1,11,1
91.8331,27.5418,44.9333,80.3193,51.5015,0.778791,67.9252,-0.946443,-1,11,37.217,0.651562,45.4004,0.781389,1,11,31.9345,1.88589,107.682,2.67776,1,11,1
83.8935,66.2257,47.3512,76.7334,55.833,1.26371,106.673,1.61263,1,11,33.9792,-0.795454,45.3083,1.13701,1,13,26.8032,-0.318375,28.1731,0.226684,-1,11,1
95.1799,26.3556,31.6925,72.9713,52.4142,-0.450538,57.8246,0.796844,-1,13,48.8382,0.857475,67.92,-2.41151,-1,11,42.1118,0.149414,42.5829,-1.82249,1,13,1
86.8783,35.263,43.2811,51.9384,58.9659,-0.853476,81.7777,1.77883,-1,13,34.7959,-0.852169,48.2135,-1.93749,1,13,23.7671,1.07732,38.9459,0.559069,-1,11,1
88.9437,106.27,78.5822,61.4072,62.8057,-0.525063,71.664,1.26046,1,13,58.5776,-1.57805,147.964,0.251106,-1,13,47.0689,-0.561197,54.6776,2.7718,-1,13,1
89.6536,29.6777,46.7773,70.295,59.1065,0.0333781,59.1395,2.73618,-1,13,29.5927,-0.723562,37.6833,-0.479915,1,13,26.5158,-0.923443,38.648,3.1183,1,11,1
92.9546,53.4163,50.928,55.4044,79.0856,0.826507,107.671,0.516106,-1,13,27.2084,0.526314,31.0649,-2.35018,1,13,20.6747,1.74586,61.0457,1.80924,1,13,1
91.4457,35.3837,34.0889,49.6508,61.729,2.20022,282.034,-1.74548,1,13,29.6796,1.39342,63.4672,1.04398,-1,13,25.2822,-0.647266,30.7659,2.84428,-1,13,1
90.5786,22.6006,35.5314,69.8823,45.8811,0.818735,62.1373,1.33723,-1,13,39.8544,-1.76772,120.126,2.47306,1,13,36.4623,-0.210634,37.2743,-1.29664,1,13,1
85.6317,25.0188,64.3468,75.7519,45.5888,0.274034,47.3114,-1.51547,-1,13,38.5862,2.42399,219.544,0.684799,-1,13,22.4866,1.89237,76.2946,1.32504,1,13,1
90.6461,126.552,58.9721,52.644,222.112,-1.67002,610.867,-0.854125,-1,11,113.345,-1.11828,191.917,-0.915836,-1,11,34.106,-1.90077,116.651,-2.2243,1,11,1
96.9255,4.94644,42.432,84.4996,49.0751,1.1517,85.3826,-1.81832,-1,11,46.1133,0.756434,59.9472,1.40657,1,11,42.1015,0.249894,43.4229,-1.67589,1,11,1
92.2262,67.8766,52.0628,75.5495,66.4877,-0.353888,70.6946,-0.299364,1,11,41.0969,-0.628098,49.4736,2.76948,1,13,26.4444,-1.81582,83.4161,1.41775,-1,11,1
88.0795,15.5148,67.3563,90.2049,51.1851,0.466784,56.8634,1.50345,1,11,49.529,1.14589,85.7638,-1.07486,1,13,39.5463,0.965012,59.4342,1.79757,-1,13,1
91.1555,8.6055,54.9766,64.2393,40.7706,2.40239,227.093,0.498634,1,13,37.7284,1.2633,72.0572,-2.43735,-1,13,27.4729,-0.800874,36.7646,0.626789,1,11,1
93.3527,130.307,130.598,55.5403,112.45,-1.018,175.926,0.340667,-1,11,46.1861,-1.33588,93.9024,1.69787,1,11,42.7295,-2.3332,222.362,0.161886,1,11,1
90.0415,85.5571,131.114,46.1365,76.4105,1.24741,143.979,-0.860634,-1,11,67.7039,2.1086,282.938,2.98429,1,13,33.1135,0.69664,41.479,1.78787,-1,13,1
89.0869,39.3222,55.6339,47.7803,61.8005,-0.492949,69.4625,0.43129,1,11,47.3398,-0.970297,71.4287,2.26002,1,11,32.8014,-1.00035,50.6285,-2.11155,-1,11,1
88.6938,112.003,34.4961,58.4621,116.519,-0.597849,137.97,2.70623,-1,13,105.075,2.22699,492.789,-0.591796,-1,13,26.1563,-0.463458,29.0162,0.850053,1,13,1
88.5916,385.053,107.658,80.9221,259.782,-0.168213,263.466,0.218684,1,13,129.728,-0.527443,148.195,0.540136,-1,13,47.3929,1.26213,90.4254,-1.54379,-1,11,1
97.9524,30.6908,30.7974,32.8067,43.5776,0.674466,53.8708,-1.6055,-1,11,25.8501,-1.26143,49.2925,0.771125,1,11,21.2871,-1.54931,52.3727,2.3645,-1,11,1
88.4674,125.133,32.2429,59.4174,123.053,0.575398,143.992,2.67051,1,11,112.636,1.18405,201.26,-1.09215,-1,11,28.9738,0.25354,29.91,1.05436,-1,11,1
88.7157,112.663,69.7771,75.8981,80.4491,-0.779543,106.156,-1.26848,1,11,51.7244,1.22991,96.033,3.09875,1,13,49.0647,0.164815,49.7326,-0.201854,-1,11,1
93.0512,54.9645,38.0469,56.6248,51.9021,-1.77279,157.189,2.97659,-1,13,45.6548,-0.850582,63.1903,1.02597,1,13,25.2859,2.0486,99.7022,-2.60795,1,11,1
92.0564,123.682,42.6381,99.2983,128.449,-0.206991,131.211,-1.38199,1,11,67.5439,2.03609,263.122,-1.76165,-1,11,24.4208,0.149291,24.6935,0.479523,-1,11,1
90.2084,12.3621,37.9314,61.6575,44.1456,-0.991186,67.6657,0.664983,1,13,40.2893,-1.87521,134.476,-0.0907519,1,13,40.1717,-0.196251,40.9479,-2.75549,-1,13,1
86.4719,60.9613,80.875,76.9651,83.1675,0.0384384,83.229,0.435494,-1,11,26.1573,-0.569543,30.5159,-2.71715,1,13,22.2703,0.241387,22.9223,-2.64115,1,11,1
90.7782,52.9429,70.3896,116.911,55.6956,1.2601,106.083,-2.34088,-1,13,48.4886,-0.631151,58.4712,-1.76092,1,11,47.5326,0.231359,48.8105,0.212814,-1,11,1
90.2838,19.6963,31.5404,68.0576,46.822,0.343305,49.6083,2.07634,-1,11,45.2753,0.179241,46.0046,-1.49502,1,11,38.1811,-1.16056,66.9131,1.31688,1,13,1
81.5202,33.9746,50.4433,96.4441,46.8312,1.47267,107.482,-2.7454,-1,13,46.2893,2.28661,230.131,-1.8522,1,13,41.3328,1.59044,105.601,1.17799,1,13,1
90.91,16.4835,83.8999,98.2393,100.718,2.19769,459.036,1.26549,1,11,51.7949,0.421702,56.4689,-1.8506,1,11,35.6929,1.09946,59.5286,1.37302,-1,11,1
88.289,5.87233,46.7508,84.1,43.9939,0.444132,48.4048,-2.32025,-1,13,38.9756,0.545974,44.9306,1.06693,1,13,38.3753,1.21178,70.1716,0.779778,1,13,1
95.9832,288.873,214.029,93.8263,273.114,-1.78605,837.567,-3.07033,1,13,58.3105,0.0316938,58.3398,0.654139,1,11,22.2152,-0.871328,31.1957,2.40239,-1,13,1
93.8867,28.1998,36.1165,53.8041,54.9129,2.22183,256.241,-2.96339,1,13,26.7159,0.90242,38.3528,0.188529,-1,13,20.2633,-0.819451,27.4562,-1.38503,-1,13,1
86.9856,28.5799,44.5298,68.4623,57.3614,-1.62699,151.579,-0.878963,-1,11,33.9785,-1.77072,102.705,2.63704,1,11,27.1756,0.177312,27.6042,-0.644386,-1,13,1
96.0658,216.502,34.4696,39.6592,127.372,-1.82365,404.78,1.84426,-1,13,109.219,-1.72848,317.261,1.01151,1,13,77.916,-2.15948,342.13,-2.83663,-1,13,1
92.4457,173.265,77.1528,37.7934,121.778,0.177204,123.695,-2.76494,1,11,51.7299,-0.925111,75.4904,-2.88076,-1,11,26.5769,-0.324031,27.9844,0.617255,1,11,1
93.4253,209.225,92.2251,67.5871,186.843,-0.216584,191.242,-0.799648,1,11,129.601,0.237802,133.283,2.04321,1,13,25.4914,0.961969,38.2241,-1.33042,-1,11,1
91.6717,89.0744,42.5332,70.2843,76.2273,-0.428815,83.3438,0.59935,1,11,74.502,-2.42785,425.508,-2.60048,-1,13,49.6098,-1.93026,174.537,2.10144,1,13,1
94.0745,148.369,100.292,62.6903,109.438,1.24791,206.3,0.90446,-1,11,54.4674,2.0456,214.141,-0.0315108,1,11,29.7799,-1.80051,92.5846,2.7008,1,11,1
93.7512,18.1467,31.6432,80.4882,58.9439,-0.92464,85.9884,0.496162,-1,13,45.5636,1.65597,123.684,-1.29961,-1,13,43.6528,0.91004,63.0114,2.24943,1,13,1
84.8752,26.6256,137.111,139.932,41.4323,0.429231,45.308,-2.70818,-1,11,38.6178,0.946309,57.2383,-1.69037,1,11,20.4684,2.32567,105.732,-0.137989,1,11,1
86.0286,53.5405,43.1578,30.2579,57.2533,0.657795,70.093,-1.44842,1,11,42.8814,-0.516412,48.7276,0.385055,-1,13,40.5602,0.115425,40.8307,0.581076,-1,11,1
90.9094,160.184,132.313,36.7895,105.396,0.0653554,105.621,-2.79625,1,11,54.8653,1.1976,99.1437,-2.73077,-1,11,26.3972,-2.24571,126.086,-0.0981178,-1,13,1
90.1072,71.2953,41.0635,34.6059,89.9677,-0.530659,102.935,2.38862,1,13,47.4945,-0.284967,49.4361,-1.902,-1,13,20.4174,0.197365,20.8167,-0.385114,-1,13,1
91.1702,49.9869,71.2746,84.4167,53.9328,-0.685636,67.1141,2.1688,1,11,48.6833,-0.360142,51.8748,-1.98567,-1,11,27.396,-2.00861,103.928,-2.25734,1,13,1
90.34,147.351,41.8446,118.742,102.623,-1.35661,212.459,1.90737,-1,11,90.6858,-1.58467,230.464,-2.00202,1,13,66.053,-1.81068,207.345,0.863495,1,11,1
98.1812,232.155,44.4265,44.1278,188.91,-2.19542,859.075,1.27978,1,11,154.259,0.144997,155.883,-2.04966,1,13,80.7192,0.941258,119.196,-1.72277,-1,13,1
