mll12,mll13,mll23,ptll12,ptll13,ptll23,met_et,mtw1,mtw2,mtw3,lep1_pt,lep1_eta,lep1_E,lep1_phi,lep1_ch,lep1_ID,lep2_pt,lep2_eta,lep2_E,lep2_phi,lep2_ch,lep2_ID,lep3_pt,lep3_eta,lep3_E,lep3_phi,lep3_ch,lep3_ID,weight
245.464,163.881,21.4162,203.533,235.235,81.5923,250.052,505.476,23.8348,18.0076,259.349,-0.2814,269.685,0.402117,-1,11,55.8838,-0.677751,69.2178,-2.78325,1,13,27.321,-0.324181,28.7694,3.07966,-1,13,1329.3
60.9141,67.6616,54.0298,94.5238,81.7001,8.18053,37.3005,0.31416,40.8276,44.7179,81.4506,-1.21053,148.782,2.37564,1,13,30.8087,-1.07962,50.5768,-2.60938,-1,13,23.5249,-0.863476,32.8535,0.67065,1,11,1985.58
86.9541,44.6441,53.4439,37.8782,68.601,21.7232,23.1104,55.634,34.8114,9.20641,59.1113,-0.153442,59.8085,-1.06212,1,11,22.7206,-1.38295,48.1393,2.36727,1,13,22.2705,0.0864903,22.3541,0.233276,-1,13,1300.25
69.5833,62.2142,48.6295,17.8552,31.0751,44.0786,22.2322,31.5173,42.9529,42.58,41.609,0.748507,53.8194,2.03684,1,11,25.2244,1.54074,61.5764,-0.88528,1,13,20.8019,-0.251982,21.4661,-0.298571,-1,13,-1120.4
76.983,47.1895,50.8046,21.1856,43.6248,32.8681,11.0535,37.4151,26.7016,5.0412,42.2844,-0.153758,42.7852,0.0201511,-1,11,32.5171,0.58264,38.1944,2.64915,1,13,21.5286,-0.405146,23.3201,-1.74315,1,13,1288.2
